Team Names	Points per Game	Average Scoring Margin	Yards per Point	Yards per Point Margin	Points per Play	Points per Play Margin	Touchdowns per Game	Red Zone Scoring Attempts per Game	Red Zone Scores per Game (TDs only)	Red Zone Scoring Percentage (TD only)	Extra Point Attempts per Game	Extra Points Made per Game	Two Point Conversion Attempts per Game	Two Point Conversions per Game	Points per Field Goal Attempt	Extra Point Conversion Percentage	Two Point Conversion Percentage	Offensive Touchdowns per Game	Defensive Touchdowns per Game	Special Teams Touchdowns per Game	Offensive Points per Game (Estimated)	Defensive Points per Game (Estimated)	Special Teams Points per Game (Estimated)	Offensive Point Share Percentage (Estimated)	1st Quarter Points/Game	2nd Quarter Points/Game	3rd Quarter Points/Game	4th Quarter Points/Game	Overtime Points/Game	1st Half Points/Game	2nd Half Points/Game	1st Quarter Time of Possession Share %	2nd Quarter Time of Possession Share %	3rd Quarter Time of Possession Share %	4th Quarter Time of Possession Share %	1st Half Time of Possession Share %	2nd Half Time of Possession Share %	Yards per Game	Plays per Game	Yards per Play	First Downs per Game	Third Downs per Game	Third Down Conversions per Game	Fourth Downs per Game	Fourth Down Conversions per Game	Average Time of Possession (Excluding OT)	Time of Possession Percentage (Net of OT)	First Downs per Play	Third Down Conversion Percentage	Fourth Down Conversion Percentage	Punts per Play	Punts per Offensive Score	Rushing Attempts per Game	Rushing Yards per Game	Rushing First Downs per Game	Rushing Touchdowns per Game	Yards per Rush Attempt	Rushing Play Percentage 	Rushing Touchdown Percentage	Rushing First Down Percentage	Rushing Yards Percentage	Pass Attempts per Game	Completions per Game	Incompletions per Game	Completion Percentage	Passing Yards per Game	Yards per Pass Attempt	Yards per Completion	Passing Touchdowns per Game	Passing Touchdown Percentage	QB Sacked per Game	QB Sacked Percentage	Passing First Downs per Game	Passing First Down Percentage	Average Team Passer Rating	Passing Play Percentage	Passing Yards Percentage	Non-Offensive Touchdowns per Game	Field Goal Attempts per Game	Field Goals Made per Game	Field Goals Got Blocked per Game	Punt Attempts per Game	Punts Got Blocked per Game	Gross Punt Yards per Game	Net Punt Yards per Game	Kickoffs per Game	Touchbacks per Game	Kickoff Touchback Percentage	Field Goal Conversion Percentage	Field Goal Got Blocked Percentage	Field Goal Conversion Percentage (Excluding Blocks) 	Punt Blocked Percentage	Net Yards per Punt Attempt	Gross Yards per Successful Punt	Net Yards per Successful Punt	Opponent Points per Game	Opp Yards per Point	Opponent Points per Play	Opponent Touchdowns per Game	Opponent Red Zone Scoring Attempts per Game	Opponent Red Zone Scores per Game (TDs only)	Opponent Red Zone Scoring Percentage (TD only)	Opponent Extra Point Attempts per Game	Opponent Extra Points Made per Game	Opponent Two Point Conversion Attempts per Game	Opponent Two Point Conversions per Game	Opponent Points per Field Goal Attempt	Opponent Extra Point Conversion Percentage	Opponent Two Point Conversion Percentage	Opponent Offensive Touchdowns per Game	Opponent Defensive Touchdowns per Game	Opponent Special Teams Touchdowns per Game	Opponent Offensive Points per Game (Estimated)	Opponent Defensive Points per Game (Estimated)	Opponent Special Teams Points per Game (Estimated)	Opponent Offensive Point Share Percentage (Estimated)	Opp 1st Quarter Points/Game	Opp 2nd Quarter Points/Game	Opp 3rd Quarter Points/Game	Opp 4th Quarter Points/Game	Opp Overtime Points/Game	Opponent 1st Half Points/Game	Opponent 2nd Half Points/Game	Opponent Yards per Game	Opponent Plays per Game	Opponent Yards per Play	Opponent First Downs per Game	Opponent Third Downs per Game	Opponent Third Down Conversions per Game	Opponent Fourth Downs per Game	Opponent Fourth Down Conversions per Game	Opponent Average Time of Possession (Net of OT)	Opponent Time of Possession Percentage (Net of OT)	Opponent First Downs per Play	Opponent Third Down Conversion Percentage	Opponent Fourth Down Conversion Percentage	Opponent Punts per Play	Opponent Punts per Offensive Score	Opponent Rushing Attempts per Game	Opponent Rushing Yards per Game	Opponent Rushing First Downs per Game	Opponent Rushing Touchdowns per Game	Opponent Yards per Rush Attempt	Opponent Rushing Play Percentage 	Opponent Rushing Touchdown Percentage	Opponent Rushing First Down Percentage	Opponent Rushing Yards Percentage	Opponent Pass Attempts per Game	Opponent Completions per Game	Opponent Incompletions per Game	Opponent Completion Percentage	Opponent Passing Yards per Game	Opponent Yards per Pass Attempt	Opponent Yards per Completion	Opponent Passing First Downs per Game	Opponent Passing Touchdowns per Game	Opponent Passing Touchdown Percentage	Opponent Average Team Passer Rating	Sack Percentage	Opponent Passing Play Percentage	Opponent Passing Yards Percentage	Sacks per Game	Opponent Passing First Down Percentage	Opponent Non-Offensive Touchdowns per Game	Opponent Field Goal Attempts per Game	Opponent Field Goals Made per Game	Field Goals Blocked per Game	Opponent Punt Attempts per Game	Punts Blocked per Game	Opponent Gross Punt Yards per Game	Opponent Net Punt Yards per Game	Opponent Kickoffs per Game	Opponent Touchbacks per Game	Opponent Kickoff Touchback Percentage	Opponent Field Goal Conversion Percentage	Block Field Goal Percentage	Opponent Field Goal Conversion Percentage (Net of Blocks) 	Block Punt Percentage	Opponent Net Yards per Punt Attempt	Opponent Gross Yards per Successful Punt	Opponent Net Yards per Successful Punt	Interceptions Thrown per Game	Fumbles per Game	Fumbles Lost per Game	Fumbles Not Lost per Game	Safeties per Game	Giveaways per Game	Turnover Margin per Game	Opponent Interceptions Thrown per Game	Opponent Fumbles per Game	Opponent Fumbles Lost per Game	Opponent Fumbles Not Lost per Game	Opponent Safeties per Game	Takeaways per Game	Interceptions Thrown Percentage	Fumble Recovery Percentage	Giveaway Fumble Recovery Percentage	Takeaway Fumble Recovery Percentage	Opponent Interceptions Thrown Percentage	Opponent Fumble Recovery Percentage	Opponent Giveaway Fumble Recovery Percentage	Opponent Takeaway Fumble Recovery Percentage	Penalties per Game	Penalty Yards per Game	Penalty First Downs per Game	Opponent Penalties per Game	Opponent Penalty Yards per Game	Opponent Penalty First Downs per Game	Penalty Yards per Penalty	Penalties per Play	Opponent Penalty Yards per Penalty	Opponent Penalties per Play
Baltimore	30.6	+8.3	14.2	1.5	0.431	0.040	3.4	4.0	2.3	57.14%	2.9	2.9	0.6	0.1	3.0	100.00%	25.00%	3.1	0.3	0.0	28.9	2.0	0.0	93.5%	8.7	8.3	4.3	8.9	0.4	17.0	13.1	55.30%	47.21%	62.24%	68.63%	51.25%	65.79%	434.9	70.9	6.1	24.6	13.0	6.1	1.6	1.1	35:00	58.35%	0.347	47.25%	72.73%	0.04	0.5	36.9	204.1	11.4	1.4	5.5	52.02%	41.67%	46.51%	46.94%	31.6	20.3	11.3	64.25%	230.7	7.3	11.4	1.7	50.00%	2.4	7.14%	11.9	48.26%	96.4	47.98%	53.06%	0.3	2.3	2.3	0.0	2.6	0.0	120.0	106.6	6.6	3.7	56.52%	100.00%	0.00%	100.00%	0.00%	41.4	46.7	41.4	22.3	15.7	0.391	2.3	3.4	1.7	50.00%	2.0	1.9	0.3	0.1	2.8	92.86%	50.00%	2.1	0.0	0.1	21.4	0.0	1.0	95.5%	3.4	8.7	4.4	5.7	0.0	12.1	10.1	349.7	57.0	6.1	18.9	11.4	4.9	0.4	0.3	24:59	41.65%	0.331	42.50%	66.67%	0.07	0.9	19.4	84.3	4.7	1.1	4.3	34.09%	50.00%	25.00%	24.10%	35.9	21.3	14.6	59.36%	265.4	7.4	12.5	11.6	1.0	43.75%	83.0	4.56%	65.91%	75.90%	1.7	61.36%	0.1	2.3	2.1	0.0	4.0	0.0	190.6	169.7	5.4	3.1	57.89%	93.75%	0.00%	93.75%	0.00%	42.4	47.6	42.4	0.7	1.1	0.3	0.9	0.0	1.0	+0.3	0.9	1.1	0.4	0.7	0.0	1.3	2.26%	56.25%	75.00%	37.50%	2.39%	43.75%	62.50%	25.00%	7.6	60.7	1.3	6.3	45.7	2.6	8.0	0.06	7.3	0.05
Kansas City	28.9	+7.4	13.9	3.7	0.481	0.170	3.3	3.6	1.7	48.00%	3.3	3.1	0.0	0.0	2.6	95.65%	--	3.0	0.3	0.0	27.0	2.0	0.0	93.1%	6.7	12.4	5.0	4.7	0.0	19.1	9.7	51.70%	46.81%	42.79%	41.89%	49.25%	42.34%	400.4	60.0	6.7	22.3	11.0	5.0	0.7	0.4	27:28	45.80%	0.371	45.45%	60.00%	0.05	0.6	21.4	82.3	5.9	0.7	3.8	35.71%	21.74%	26.28%	20.55%	37.3	23.9	13.4	63.98%	318.1	8.5	13.3	2.3	69.57%	1.3	3.33%	13.0	58.33%	110.9	64.29%	79.45%	0.3	2.3	2.0	0.0	3.1	0.0	138.0	127.9	6.3	4.7	75.00%	87.50%	0.00%	87.50%	0.00%	40.7	43.9	40.7	21.4	17.6	0.311	2.4	4.3	2.1	50.00%	1.6	1.4	0.9	0.1	2.6	90.91%	16.67%	2.4	0.0	0.0	22.1	0.0	0.0	100.0%	7.0	5.0	2.4	7.0	0.0	12.0	9.4	377.4	68.9	5.5	24.3	12.7	4.6	1.9	1.3	32:31	54.20%	0.353	35.96%	69.23%	0.05	0.8	29.9	148.9	8.4	1.3	5.0	43.36%	52.94%	34.71%	39.44%	36.1	23.1	13.0	64.03%	228.6	6.3	9.9	13.0	1.1	47.06%	84.9	7.33%	56.64%	60.56%	2.9	53.53%	0.0	2.0	1.7	0.0	3.4	0.0	149.6	130.9	5.1	2.4	47.22%	85.71%	0.00%	85.71%	0.00%	38.2	43.6	38.2	0.1	1.6	0.9	0.7	0.0	1.0	+0.6	0.9	1.4	0.7	0.7	0.0	1.6	0.38%	47.62%	45.45%	50.00%	2.37%	52.38%	50.00%	54.55%	7.7	71.6	3.4	7.6	54.9	2.9	9.3	0.06	7.2	0.06
San Francisco	26.0	+15.3	14.9	6.1	0.380	0.179	2.8	4.3	1.7	38.46%	2.7	2.7	0.2	0.2	1.9	100.00%	100.00%	2.5	0.3	0.0	23.5	2.3	0.0	91.0%	6.3	3.8	9.7	6.2	0.0	10.2	15.8	46.30%	51.30%	66.00%	68.24%	48.80%	67.12%	387.2	68.3	5.7	21.8	13.7	6.2	0.7	0.5	34:46	57.96%	0.320	45.12%	75.00%	0.04	0.6	39.0	172.7	8.8	1.3	4.4	57.07%	47.06%	40.46%	44.60%	28.0	19.2	8.8	68.45%	214.5	7.7	11.2	1.2	41.18%	1.3	4.55%	11.3	51.91%	91.1	42.93%	55.40%	0.3	3.2	2.0	0.2	2.8	0.0	124.2	120.5	5.8	2.7	45.71%	63.16%	5.26%	66.67%	0.00%	42.5	43.8	42.5	10.7	21.0	0.201	1.2	2.2	0.5	23.08%	1.2	1.2	0.0	0.0	2.1	100.00%	--	1.0	0.2	0.0	9.5	1.2	0.0	89.1%	3.3	2.2	2.3	2.8	0.0	5.5	5.2	223.5	53.0	4.2	12.5	11.7	3.5	1.7	0.2	25:13	42.04%	0.236	30.00%	10.00%	0.09	2.4	22.2	90.0	5.2	0.2	4.1	41.82%	14.29%	41.33%	40.27%	27.5	15.2	12.3	55.15%	133.5	4.9	8.8	6.2	0.8	71.43%	64.6	10.81%	58.18%	59.73%	3.3	49.33%	0.2	1.2	0.8	0.0	4.8	0.0	241.0	208.2	3.0	2.2	72.22%	71.43%	0.00%	71.43%	0.00%	43.1	49.9	43.1	1.0	1.3	0.8	0.5	0.0	1.8	+0.3	1.2	2.0	1.0	1.0	0.0	2.2	3.57%	45.00%	37.50%	50.00%	4.24%	55.00%	50.00%	62.50%	5.8	52.8	1.7	7.2	58.3	1.2	9.1	0.05	8.1	0.06
Tampa Bay	28.8	-2.0	12.8	-0.7	0.432	-0.025	3.3	3.7	2.0	54.55%	3.0	2.7	0.3	0.3	2.5	88.89%	100.00%	3.0	0.3	0.0	26.5	2.3	0.0	91.9%	4.8	10.2	4.5	9.3	0.0	15.0	13.8	53.81%	45.33%	54.61%	51.80%	49.57%	53.20%	367.7	66.7	5.5	21.7	12.7	4.5	1.0	0.5	30:50	51.39%	0.325	35.53%	50.00%	0.07	0.8	25.8	98.2	5.0	1.0	3.8	38.75%	30.00%	23.08%	26.70%	36.7	22.0	14.7	60.00%	269.5	7.3	12.2	2.0	60.00%	4.2	10.20%	14.7	67.69%	84.9	61.25%	73.30%	0.3	2.2	1.8	0.0	4.3	0.0	189.0	170.7	6.2	5.5	89.19%	84.62%	0.00%	84.62%	0.00%	39.4	43.6	39.4	30.8	12.1	0.458	3.3	3.7	2.0	54.55%	2.8	2.8	0.5	0.3	2.5	100.00%	66.67%	2.8	0.5	0.0	26.8	3.8	0.0	87.5%	3.7	9.0	8.7	9.5	0.0	12.7	18.2	372.5	67.3	5.5	22.0	13.5	4.8	1.3	0.5	29:10	48.61%	0.327	35.80%	37.50%	0.06	0.7	23.5	68.0	4.0	1.0	2.9	34.90%	30.00%	18.18%	18.25%	41.7	26.5	15.2	63.60%	304.5	7.3	11.5	15.2	1.8	55.00%	93.5	4.94%	65.10%	81.75%	2.2	68.94%	0.5	2.8	2.3	0.0	3.8	0.0	182.0	175.0	6.5	5.2	79.49%	82.35%	0.00%	82.35%	0.00%	45.7	47.5	45.7	1.7	1.5	0.5	1.0	0.0	2.2	-0.3	0.8	1.7	1.0	0.7	0.2	1.8	4.55%	63.16%	66.67%	60.00%	2.00%	36.84%	40.00%	33.33%	8.2	63.7	2.0	7.3	62.0	2.8	7.8	0.06	8.5	0.05
New Orleans	23.4	+2.4	15.2	0.4	0.373	0.025	2.4	3.4	1.7	50.00%	2.3	2.1	0.1	0.0	2.5	93.75%	0.00%	2.1	0.1	0.1	21.4	1.3	1.0	90.4%	3.1	6.4	6.9	7.0	0.0	9.6	13.9	53.51%	49.27%	57.83%	56.94%	51.39%	57.38%	356.0	62.9	5.7	20.0	13.1	5.7	0.6	0.3	32:37	54.38%	0.318	43.48%	50.00%	0.07	0.9	26.1	111.0	6.0	0.6	4.2	41.59%	23.53%	30.00%	31.18%	35.0	24.1	10.9	68.98%	245.0	7.0	10.1	1.6	64.71%	1.7	4.67%	12.7	63.57%	98.5	58.41%	68.82%	0.3	2.6	2.1	0.0	4.3	0.0	194.7	184.1	5.3	4.0	75.68%	83.33%	0.00%	83.33%	0.00%	43.0	45.4	43.0	21.0	15.6	0.348	2.6	2.9	1.9	65.00%	2.3	2.3	0.1	0.1	3.0	100.00%	100.00%	2.4	0.0	0.1	20.0	0.0	1.0	95.2%	3.9	3.7	5.4	8.0	0.0	7.6	13.4	327.9	60.4	5.4	18.4	12.6	4.3	1.4	0.6	27:22	45.62%	0.305	34.09%	40.00%	0.08	1.4	21.7	90.6	4.3	1.0	4.2	35.93%	38.89%	23.26%	27.63%	35.9	22.3	13.6	62.15%	237.3	6.6	10.6	12.3	1.4	55.56%	92.0	7.38%	64.07%	72.37%	2.9	66.67%	0.1	1.0	1.0	0.0	4.9	0.1	212.4	181.6	4.6	2.6	56.25%	100.00%	0.00%	100.00%	2.94%	37.4	45.1	38.5	0.6	0.7	0.1	0.6	0.1	0.7	+0.6	0.4	1.0	0.9	0.1	0.0	1.3	1.63%	83.33%	80.00%	85.71%	1.20%	16.67%	14.29%	20.00%	7.3	56.4	1.3	5.4	43.7	1.9	7.7	0.06	8.1	0.04
Dallas	27.1	+9.4	16.1	2.2	0.416	0.125	3.3	3.6	2.3	64.00%	3.1	3.1	0.1	0.0	2.1	100.00%	0.00%	3.3	0.0	0.0	27.3	0.0	0.0	100.0%	4.9	6.7	7.9	7.7	0.0	11.6	15.6	42.30%	55.60%	53.48%	46.94%	48.95%	50.21%	437.9	65.3	6.7	24.6	11.6	6.0	0.4	0.1	29:44	49.58%	0.376	51.85%	33.33%	0.05	0.7	29.9	146.0	8.6	1.6	4.9	45.73%	47.83%	34.88%	33.34%	34.0	24.0	10.0	70.59%	291.9	8.6	12.2	1.7	52.17%	1.4	4.03%	13.7	55.81%	102.6	54.27%	66.66%	0.0	2.0	1.4	0.0	3.1	0.0	134.9	122.0	5.4	3.7	68.42%	71.43%	0.00%	71.43%	0.00%	38.8	42.9	38.8	17.7	18.3	0.290	1.9	3.4	1.6	45.83%	1.9	1.9	0.0	0.0	2.8	100.00%	--	1.9	0.0	0.0	17.7	0.0	0.0	100.0%	5.4	5.1	3.9	3.3	0.0	10.6	7.1	324.9	61.0	5.3	19.9	11.4	3.0	1.6	0.7	30:15	50.42%	0.326	26.25%	45.45%	0.07	1.2	23.1	96.9	6.3	1.0	4.2	37.94%	53.85%	31.65%	29.82%	35.4	23.3	12.1	65.73%	228.0	6.4	9.8	11.0	0.9	46.15%	89.0	6.42%	62.06%	70.18%	2.4	55.40%	0.0	1.7	1.6	0.0	4.3	0.0	198.1	188.3	4.3	3.6	83.33%	91.67%	0.00%	91.67%	0.00%	43.9	46.2	43.9	1.0	0.6	0.3	0.3	0.0	1.3	0.0	0.4	1.3	0.9	0.4	0.0	1.3	2.94%	61.54%	50.00%	66.67%	1.21%	38.46%	33.33%	50.00%	7.7	76.4	2.3	7.1	64.6	2.6	9.9	0.06	9.0	0.06
New England	31.7	+23.7	12.2	17.1	0.453	0.313	4.0	4.3	2.2	50.00%	4.0	3.2	0.0	0.0	2.5	79.17%	--	3.2	0.5	0.3	26.7	3.5	2.3	82.1%	8.8	7.7	7.8	7.3	0.0	16.5	15.2	53.56%	60.50%	59.11%	52.50%	57.03%	55.81%	386.3	69.8	5.5	22.2	14.3	5.8	0.5	0.0	33:51	56.42%	0.317	40.70%	0.00%	0.07	0.9	29.2	101.5	6.7	1.5	3.5	41.77%	37.50%	30.08%	26.27%	38.8	25.3	13.5	65.24%	284.8	7.3	11.2	1.7	41.67%	1.8	4.51%	13.8	62.41%	95.6	58.23%	73.73%	0.8	1.8	1.5	0.0	5.2	0.0	236.7	223.0	6.5	5.3	82.05%	81.82%	0.00%	81.82%	0.00%	43.2	45.8	43.2	8.0	29.3	0.141	1.0	0.7	0.2	25.00%	1.0	1.0	0.0	0.0	2.0	100.00%	--	0.5	0.5	0.0	4.5	3.5	0.0	56.2%	1.2	2.8	2.8	1.2	0.0	4.0	4.0	234.7	56.8	4.1	12.7	12.2	1.7	1.8	0.7	26:09	43.58%	0.223	13.70%	36.36%	0.13	5.5	17.7	73.7	3.0	0.3	4.2	31.09%	33.33%	23.68%	31.39%	35.0	18.7	16.3	53.33%	161.0	4.6	8.6	7.7	0.2	16.67%	42.6	10.64%	68.92%	68.61%	4.2	60.53%	0.5	0.5	0.3	0.0	7.3	0.3	311.0	279.8	2.3	1.3	57.14%	66.67%	0.00%	66.67%	4.55%	38.2	44.4	40.0	0.7	0.8	0.5	0.3	0.0	1.2	+1.5	2.3	1.3	0.3	1.0	0.0	2.7	1.72%	30.77%	40.00%	25.00%	6.67%	69.23%	75.00%	60.00%	6.3	52.0	1.7	5.7	55.2	2.0	8.2	0.05	9.7	0.04
Tennessee	17.3	+1.3	17.7	2.8	0.285	0.027	2.1	2.6	1.6	61.11%	2.1	2.0	0.0	0.0	1.5	93.33%	--	2.0	0.1	0.0	16.1	1.3	0.0	92.6%	2.9	4.7	3.9	5.9	0.0	7.6	9.7	46.73%	51.22%	51.41%	53.75%	48.98%	52.58%	306.6	60.7	5.0	18.6	12.7	4.1	1.0	0.1	30:28	50.78%	0.306	32.58%	14.29%	0.10	2.1	27.0	102.0	5.4	0.7	3.8	44.47%	33.33%	29.23%	33.27%	29.3	18.7	10.6	63.90%	204.6	7.0	10.9	1.3	60.00%	4.4	13.14%	10.3	55.38%	95.3	55.53%	66.73%	0.1	1.4	0.7	0.1	6.0	0.0	281.4	258.1	3.9	2.4	62.96%	50.00%	10.00%	55.56%	0.00%	43.0	46.9	43.0	16.0	20.5	0.257	1.9	2.6	1.6	61.11%	1.9	1.4	0.0	0.0	2.7	76.92%	--	1.9	0.0	0.0	16.4	0.0	0.0	100.0%	5.7	3.3	2.9	4.1	0.0	9.0	7.0	328.0	62.1	5.3	18.4	12.4	3.9	1.6	0.4	29:32	49.22%	0.297	31.03%	27.27%	0.08	1.7	24.1	95.1	4.7	0.4	3.9	38.85%	23.08%	25.58%	29.01%	35.3	23.1	12.1	65.59%	232.9	6.6	10.1	12.0	1.4	76.92%	89.8	7.14%	61.15%	70.99%	2.7	65.12%	0.0	1.3	1.1	0.0	5.0	0.0	236.6	216.1	4.1	2.9	68.97%	88.89%	0.00%	88.89%	0.00%	43.2	47.3	43.2	0.6	1.7	0.1	1.6	0.1	0.7	+0.6	0.9	0.9	0.4	0.4	0.0	1.3	1.95%	77.78%	91.67%	50.00%	2.43%	22.22%	50.00%	8.33%	6.6	65.9	2.9	8.6	69.3	1.7	10.0	0.05	8.1	0.07
Seattle	25.9	+0.7	15.1	-0.9	0.389	-0.036	3.3	4.0	2.6	64.29%	2.9	2.7	0.3	0.0	2.2	95.00%	0.00%	3.1	0.1	0.0	25.4	1.0	0.0	96.2%	4.3	9.0	4.0	8.6	0.0	13.3	12.6	48.24%	63.05%	50.65%	51.37%	55.64%	51.01%	391.6	66.4	5.9	22.6	12.7	5.3	0.9	0.4	31:59	53.33%	0.340	41.57%	50.00%	0.07	1.0	31.1	127.0	7.4	1.0	4.1	46.88%	30.43%	32.91%	32.43%	32.9	22.4	10.4	68.26%	264.6	8.1	11.8	2.1	65.22%	2.4	6.88%	12.6	55.70%	114.1	53.12%	67.57%	0.1	1.6	1.1	0.0	4.4	0.0	202.4	175.4	5.3	4.0	75.68%	72.73%	0.00%	72.73%	0.00%	39.6	45.7	39.6	25.1	14.2	0.425	3.0	3.7	1.9	50.00%	2.4	2.1	0.6	0.1	2.2	88.24%	25.00%	2.4	0.4	0.1	21.7	3.0	1.0	84.4%	4.7	9.0	4.3	7.1	0.0	13.7	11.4	357.0	59.1	6.0	19.0	11.1	3.7	0.9	0.6	28:00	46.67%	0.321	33.33%	66.67%	0.06	0.8	21.9	108.0	5.3	1.3	4.9	36.96%	42.86%	27.82%	30.25%	35.7	22.3	13.4	62.40%	249.0	7.0	11.2	12.0	1.1	38.10%	84.9	4.21%	63.04%	69.75%	1.6	63.16%	0.6	2.1	1.6	0.0	3.7	0.1	173.1	165.9	5.6	4.0	71.79%	73.33%	0.00%	73.33%	3.85%	44.7	48.5	46.4	0.1	1.4	1.0	0.4	0.0	1.1	+0.6	0.9	1.4	0.9	0.6	0.0	1.7	0.43%	45.00%	30.00%	60.00%	2.40%	55.00%	40.00%	70.00%	7.0	56.3	2.6	7.6	64.6	1.7	8.0	0.06	8.5	0.06
LA Rams	27.1	+3.7	13.7	0.3	0.405	0.043	3.0	4.1	2.6	62.07%	2.7	2.7	0.3	0.0	2.4	100.00%	0.00%	2.7	0.3	0.0	25.4	2.0	0.0	92.7%	3.1	7.1	8.7	8.1	0.0	10.3	16.9	41.08%	52.06%	48.59%	51.02%	46.57%	49.80%	372.3	67.0	5.6	22.1	13.0	5.0	0.9	0.1	28:54	48.19%	0.330	38.46%	16.67%	0.05	0.6	24.7	97.1	6.4	1.4	3.9	36.89%	47.62%	29.03%	26.09%	40.6	25.1	15.4	61.97%	275.1	6.8	10.9	1.3	42.86%	1.7	4.05%	14.0	63.23%	83.6	63.11%	73.91%	0.3	2.7	2.1	0.0	3.1	0.1	140.0	126.3	6.1	4.6	74.42%	78.95%	0.00%	78.95%	4.55%	40.2	46.7	42.1	23.4	14.1	0.362	2.6	3.4	2.1	62.50%	2.4	2.4	0.1	0.0	2.3	100.00%	0.00%	2.4	0.1	0.0	22.6	1.0	0.0	95.8%	3.4	5.7	5.7	8.6	0.0	9.1	14.3	329.3	64.7	5.1	20.3	13.1	5.3	0.7	0.3	31:05	51.81%	0.313	40.22%	40.00%	0.07	1.0	28.0	95.9	5.1	1.0	3.4	43.27%	38.89%	25.35%	29.11%	34.1	22.0	12.1	64.44%	233.4	6.8	10.6	13.6	1.4	55.56%	89.9	7.00%	56.73%	70.89%	2.6	66.90%	0.1	2.4	1.9	0.0	4.3	0.0	188.4	165.4	5.1	4.3	83.33%	76.47%	0.00%	76.47%	0.00%	38.6	44.0	38.6	1.0	1.0	0.7	0.3	0.0	1.7	0.0	0.9	1.4	0.9	0.6	0.0	1.7	2.46%	47.06%	28.57%	60.00%	2.51%	52.94%	40.00%	71.43%	7.4	55.9	1.7	7.3	59.3	1.6	7.5	0.06	8.1	0.06
